question,response,label
what is your favorite color?,vivid violet,color
what is your name?,harshraj,name
what do you like to eat?,cheese,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,avocado,food
what do you like to eat?,strawberries,food
what is your name?,abhimanyu,name
what do you like to eat?,bread-sourdough,food
what is your favorite animal?,falcon,animal
what is your favorite animal?,cairn,animal
what is your favorite color?,cerise pink,color
what do you like to eat?,pasta-spaghetti,food
what is your favorite color?,pasta-spaghetti,invalid
what do you like to eat?,water-mineral,food
what do you like to eat?,hard-cheese,food
what do you like to eat?,coffee-with-caffeine,food
what is your name?,rajvir,name
what do you like to eat?,jam,food
what is your name?,priyal,name
what is your name?,dhriti,name
what is your favorite color?,cadet,color
what is your favorite color?,heliotrope magenta,color
what do you like to eat?,tomato,food
what do you like to eat?,tea,food
what is your favorite animal?,echidna,animal
what is your favorite animal?,box,animal
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,jam,food
what is your name?,jam,invalid
what is your favorite animal?,havanese,animal
what do you like to eat?,bread-sourdough,food
what is your favorite animal?,dogue,animal
what do you like to eat?,ham-raw,food
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,broccoli,invalid
what is your favorite animal?,forest,animal
what do you like to eat?,rice,food
what is your favorite animal?,chipmunk,animal
what do you like to eat?,tomato,food
what is your favorite animal?,jellyfish,animal
what do you like to eat?,mandarine,food
what is your name?,mahendra,name
what is your favorite color?,black,color
what is your favorite animal?,boar,animal
what is your favorite animal?,rock,animal
what do you like to eat?,water-mineral,food
what is your name?,tanupriya,name
what do you like to eat?,cheese,food
what do you like to eat?,carrot,food
what is your favorite animal?,tasmanian,animal
what is your favorite animal?,fly,animal
what is your name?,manav,name
what is your name?,mekhala,name
what do you like to eat?,broccoli,food
what do you like to eat?,bandar laddu,food
what is your favorite animal?,animals,animal
what is your name?,devyanti,name
what is your favorite color?,pale brown,color
what do you like to eat?,rice,food
what do you like to eat?,potatoes-steamed,food
what is your favorite animal?,terrier,animal
what do you like to eat?,carrot,food
what do you like to eat?,wine-red,food
what do you like to eat?,egg,food
what is your name?,ragini,name
what is your name?,yasti,name
what is your name?,bandhul,name
what do you like to eat?,tomato,food
what do you like to eat?,salami,food
what is your name?,tanpreet,name
what do you like to eat?,bread-wholemeal,food
what is your favorite animal?,blue,animal
what do you like to eat?,apple,food
what is your favorite animal?,hollywood cerise,invalid
what is your favorite animal?,wolverine,animal
what do you like to eat?,gruyere,food
what is your favorite animal?,hedgehog,animal
what is your name?,yaksh,name
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,tomato,food
what do you like to eat?,hard-cheese,food
what do you like to eat?,chicken,food
what do you like to eat?,bread-whole-wheat,food
what do you like to eat?,banana,food
what is your favorite animal?,elephant,animal
what is your favorite animal?,marmoset,animal
what is your favorite color?,dark pastel red,color
what is your name?,mahasweta,name
what do you like to eat?,coffee-with-caffeine,food
what is your name?,shaileja,name
what do you like to eat?,potatoes-steamed,food
what do you like to eat?,butter,food
what do you like to eat?,beer,food
what is your name?,raj,name
what do you like to eat?,apple,food
what is your name?,brinda,name
what is your favorite animal?,moose,animal
what is your name?,fighting,invalid
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,rajanikanta,invalid
what is your favorite color?,purpureus,color
what is your favorite animal?,retriever,animal
what is your favorite animal?,dog,animal
what is your name?,durba,name
what do you like to eat?,ham-raw,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,budgerigar,animal
what is your favorite animal?,tahr,animal
what do you like to eat?,carrot,food
what is your favorite animal?,flounder,animal
what is your name?,eshal,name
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,bread-wholemeal,food
what is your favorite animal?,black,animal
what do you like to eat?,cheese,food
what do you like to eat?,gruyere,food
what is your favorite animal?,whale,animal
what is your name?,indirveer,name
what do you like to eat?,soft-cheese,food
what is your name?,utkarsha,name
what is your favorite color?,deep coffee,color
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite color?,medium sky blue,color
what is your favorite animal?,salami,invalid
what do you like to eat?,chips-french-fries,food
what do you like to eat?,mixed-vegetables,food
what do you like to eat?,mixed-vegetables,food
what do you like to eat?,rice,food
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,ajaipal,name
what do you like to eat?,apple,food
what do you like to eat?,pickle,food
what is your favorite animal?,american,animal
what do you like to eat?,egg,food
what do you like to eat?,carrot,food
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,egg,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite color?,banana,invalid
what is your name?,geethanvitha,name
what do you like to eat?,rice,food
what is your favorite animal?,lizard,animal
what do you like to eat?,tomato,food
what is your favorite animal?,red,animal
what is your favorite animal?,butter,invalid
what is your favorite color?,classic rose,color
what is your favorite animal?,lankan,animal
what is your name?,madhukar,name
what is your favorite animal?,african,animal
what is your name?,rudra,name
what do you like to eat?,tomato,food
what is your name?,rana,name
what do you like to eat?,gruyere,food
what do you like to eat?,banana,food
what is your favorite animal?,monitor,animal
what is your favorite animal?,panda,animal
what is your name?,warda,name
what do you like to eat?,egg,food
what is your favorite animal?,terrier,animal
what is your favorite animal?,dog,animal
what do you like to eat?,zucchini,food
what do you like to eat?,apple,food
what do you like to eat?,zucchini,food
what is your name?,govind,name
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,tomato,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,dragon,invalid
what is your favorite color?,umber,color
what is your name?,salmavati,name
what do you like to eat?,cheese,food
what do you like to eat?,carrot,food
what is your name?,sangeeta,name
what is your name?,shreyasi,name
what do you like to eat?,coffee-with-caffeine,food
what is your name?,vatsalya,name
what is your name?,vipin,name
what do you like to eat?,mayonnaise,food
what do you like to eat?,egg,food
what do you like to eat?,mixed-vegetables,food
what is your favorite animal?,siberian,animal
what is your favorite animal?,bovid,animal
what is your favorite animal?,guineafowl,animal
what do you like to eat?,broccoli,food
what is your favorite animal?,coyote,animal
what is your name?,harpreet,name
what is your favorite color?,deep green-cyan turquoise,color
what do you like to eat?,croissant,food
what is your favorite animal?,tree,animal
what do you like to eat?,parmesan,food
what is your favorite animal?,cheese,invalid
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,biscuits,food
what is your name?,anjana,name
what is your name?,apple,invalid
what is your favorite color?,alien armpit,color
what do you like to eat?,pindi chana,food
what is your favorite animal?,bernese,animal
what is your favorite animal?,peacock,animal
what do you like to eat?,dark-chocolate,food
what do you like to eat?,egg,food
what do you like to eat?,honey,food
what do you like to eat?,bread-wholemeal,food
what is your favorite color?,antique brass,color
what is your favorite color?,pale silver,color
what is your name?,avanish,name
what is your name?,mitali,name
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,carrot,invalid
what do you like to eat?,butter,food
what is your favorite color?,copper (crayola),color
what is your favorite animal?,vampire,animal
what do you like to eat?,carrot,food
what is your name?,paresh,name
what is your name?,samardh,name
what do you like to eat?,leaf-spinach,food
what is your favorite animal?,fox,animal
what is your favorite animal?,mammal,animal
what is your favorite animal?,elephant,animal
what do you like to eat?,pizza-margherita-baked,food
what is your name?,omisha,name
what do you like to eat?,apple,food
what do you like to eat?,wine-red,food
what do you like to eat?,pizza-margherita-baked,food
what is your favorite animal?,rhinoceros,animal
what is your favorite animal?,water,animal
what do you like to eat?,sauce-savoury,food
what do you like to eat?,butter,food
what is your name?,reghu,name
what do you like to eat?,wine-white,food
what is your name?,ruhi,name
what do you like to eat?,tea,food
what do you like to eat?,dark-chocolate,food
what do you like to eat?,sweet-pepper,food
what is your favorite animal?,wolf,animal
what is your favorite animal?,marine,animal
what do you like to eat?,pizza-margherita-baked,food
what is your name?,srishti,name
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,carrot,food
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,carrot,food
what is your name?,pragun,name
what do you like to eat?,avocado,food
